N	P	K	temperature	humidity	ph	rainfall	label
116	41	16	23.93388156	76.08888547	7.593364718	99.93100821	cotton
53	62	55	27.37443727	91.24269085	6.841009754	153.5647006	papaya
38	128	205	19.31061758	80.01639435	5.692765357	71.53912517	grapes
40	54	20	28.06659863	63.8299652	6.981032782	56.37228005	mothbeans
101	15	53	29.74581858	91.25161773	6.252432903	25.58572579	muskmelon
111	5	50	27.59350075	91.79742953	6.399891457	24.84266123	muskmelon
127	45	22	23.69159275	79.24006658	5.850209371	99.41520627	cotton
46	75	22	28.54631234	64.26288102	7.413840331	70.54488007	blackgram
115	9	52	29.06785065	90.97685539	6.019372459	29.1194739	muskmelon
100	56	35	26.26295981	85.40001602	7.099068598	174.3775983	jute
101	27	26	27.92374437	54.3305497	7.170567756	177.6248624	coffee
107	25	53	29.41485345	92.51979371	6.305112081	24.08507619	muskmelon
50	74	17	27.10053268	63.36085585	6.5408208	73.84949872	blackgram
22	7	42	19.82349129	89.31054446	5.617249466	109.1261044	pomegranate
8	72	20	22.27052882	24.1918433	5.747890892	108.6655955	kidneybeans
39	25	36	18.90223032	94.99897537	5.567805185	107.6103211	pomegranate
60	56	85	19.77050856	19.33335015	5.988992796	74.74057486	chickpea
80	29	25	24.7663572	53.66451679	6.727746268	131.0996859	coffee
54	80	23	29.63252481	63.58001948	7.120751802	72.61738226	blackgram
39	66	17	34.21045562	49.10594786	5.274747736	160.7780445	pigeonpeas
9	18	13	20.67513232	92.69862175	6.817932709	110.3792392	orange
75	42	19	23.87323778	65.45978905	6.761884672	96.08212546	maize
60	35	35	25.04352952	76.43807755	7.305092324	178.1084666	jute
29	142	203	29.67229086	83.71498986	5.891195653	66.48490371	grapes
83	42	41	22.42478386	83.12801594	7.47764472	182.5616319	rice
80	31	28	27.54358218	50.04557009	6.798308014	143.2181043	coffee
52	56	85	20.1187446	14.44228303	6.81712422	88.68168643	chickpea
30	65	19	23.29355989	23.5791544	5.913131632	125.8701191	kidneybeans
25	50	20	29.90958454	86.95216116	7.052879439	58.58399089	mungbean
52	50	52	35.8414578	91.40353125	6.711132019	153.9629436	papaya
110	27	49	28.67392522	91.28167979	6.305938633	23.04823123	muskmelon
3	11	15	31.60967488	92.9958295	6.82041909	110.3373538	orange
92	11	49	27.02415146	93.48319748	6.449640166	21.46124028	muskmelon
65	41	22	22.49069804	60.15314611	6.250112818	90.53486726	maize
0	30	30	33.76925941	47.13905967	6.062758517	89.56067207	mango
40	45	18	30.43683729	55.20522037	5.261285926	30.92014047	mothbeans
23	138	205	14.45308098	82.36233254	6.15026228	70.75158631	grapes
109	37	20	24.88719717	84.48322161	7.677742399	77.87150841	cotton
123	39	15	22.00085141	80.73805859	6.642527351	74.4851244	cotton
2	38	18	27.53632932	89.92908171	6.619891498	45.48591922	mungbean
17	24	13	16.80387793	90.00621688	7.361122783	105.1524139	orange
25	17	10	29.06810896	91.16363384	7.272903332	113.8039616	orange
89	52	42	23.09433785	81.45139295	6.14132902	196.6587013	jute
61	35	42	25.64154985	85.95586099	6.436658543	150.2355238	jute
80	9	48	28.40714216	93.08014925	6.135889301	27.38767611	muskmelon
91	16	45	26.01561921	85.41373396	6.956508826	46.56749971	watermelon
100	15	50	24.37027328	84.83023391	6.526224088	48.96425584	watermelon
69	47	40	25.37122686	76.2403666	6.130136384	183.8270791	jute
40	145	195	23.47943286	90.02575116	6.082692945	102.9209099	apple
40	51	17	28.66086349	86.12194568	6.860602782	50.01534317	mungbean
76	45	45	23.09433785	89.89106506	6.002524871	168.2889839	jute
32	139	198	35.89307536	82.66850729	6.358186848	66.53946559	grapes
48	66	17	31.16080886	62.37880319	7.212720836	70.28602586	blackgram
15	12	25	28.33791484	94.93152512	5.826705227	154.2666834	coconut
10	6	12	13.52951701	92.74634411	6.925349049	105.4706397	orange
100	89	55	28.19718688	76.2798784	6.231003757	101.3513116	banana
15	49	20	27.32071549	89.99615558	6.607540631	36.41554477	mungbean
15	29	35	30.33227898	52.03003266	5.4581109	95.60058539	mango
84	60	40	21.95511505	81.39882537	7.274829838	234.0097601	rice
80	13	55	25.72158405	81.66921913	6.264315536	57.7325667	watermelon
84	45	39	23.09433785	73.488941	6.779095137	162.789511	jute
5	139	201	23.59278083	92.33114458	6.171622289	108.8836038	apple
116	23	55	26.629077	88.93764037	6.409346135	50.2489564	watermelon
96	88	55	27.82030695	79.23181564	5.697254824	105.8609188	banana
9	77	17	21.65845777	63.58337146	6.280725549	38.07659414	lentil
33	12	8	25.26052689	90.31153735	6.822282114	117.3695296	orange
88	42	41	25.48457573	81.15859325	6.002524871	173.5612012	jute
11	30	39	19.84187829	87.14372774	5.561851831	110.2762491	pomegranate
19	33	28	28.01032797	51.43055088	6.274958877	91.84731686	mango
57	57	51	39.01793345	91.48815629	6.99223441	105.8841531	papaya
26	67	22	24.38074018	18.90635533	5.683094722	104.7713798	kidneybeans
113	17	48	25.78941542	89.79216189	6.451847243	40.12650421	watermelon
14	40	25	32.41176661	49.39794203	5.984405809	94.92948522	mango
15	46	22	29.28943861	81.35292567	6.218923893	50.26237599	mungbean
40	61	21	29.19437666	41.15049735	5.413720225	122.8526593	pigeonpeas
5	15	35	31.41663246	48.63975955	6.298666385	89.79234655	mango
28	80	22	29.58319201	62.26966269	7.370012728	50.87742509	lentil
21	69	25	29.94413861	62.12948769	7.026695676	42.13864571	lentil
18	8	12	29.9827182	92.17577451	6.735647923	105.1488141	orange
37	77	20	25.93381964	68.70533022	7.080506001	51.02372773	lentil
104	22	32	24.30307292	63.36595961	7.201350718	160.384169	coffee
130	54	17	25.04744476	77.64005647	6.590999083	78.69714693	cotton
35	70	20	21.72776625	51.02984479	5.656753136	189.1701011	pigeonpeas
84	51	35	24.02712452	86.38972224	6.921321291	196.879985	jute
0	127	201	22.17906445	94.92048112	5.969183378	120.3710752	apple
39	23	40	18.07132963	91.86942943	5.892286116	105.1506094	pomegranate
19	137	201	21.73312442	92.50302479	5.514253142	108.7113964	apple
2	59	17	29.94413861	64.41400066	6.678713413	46.00568931	lentil
7	138	202	23.32697219	91.57168513	5.99627095	124.0211018	apple
27	136	195	29.04874011	80.55449973	6.222075447	74.75892728	grapes
74	56	21	23.4980499	65.13578078	6.496425869	69.41371425	maize
104	26	55	29.69764273	92.27655961	6.410538441	21.13934342	muskmelon
20	50	22	30.99694676	46.42693735	9.406887533	38.31597852	mothbeans
42	58	83	17.14250159	15.43626681	7.500386059	91.68377774	chickpea
36	69	23	27.30363851	30.40046769	5.638879791	157.2750746	pigeonpeas
40	38	19	28.68846795	89.76073966	6.611096362	51.92469859	mungbean
33	139	203	33.34214482	82.51034633	5.693287415	70.68098614	grapes
26	129	195	8.825674745	82.03462042	5.894203545	66.60391567	grapes
28	58	24	19.72702528	18.28173015	5.748190463	143.7630894	kidneybeans
49	55	53	38.4418717	93.63739039	6.544029776	77.71566883	papaya
2	30	43	21.45051671	88.30717703	6.717392153	108.420585	pomegranate
36	141	198	23.24397019	91.02135444	5.882885649	106.8527712	apple
109	17	52	25.9876889	84.00293881	6.341014508	49.02268997	watermelon
20	130	202	31.47540644	80.99209783	6.087719971	68.6939589	grapes
26	35	22	27.84185889	89.30816537	6.703649701	59.87232071	mungbean
19	60	22	24.95342393	51.73635926	5.290309066	46.77987583	mothbeans
32	73	21	17.03852123	22.8547626	5.788738127	115.1139111	kidneybeans
108	88	55	26.28845991	83.390039	5.891458107	113.8729798	banana
46	67	52	34.87676011	93.71055373	6.809622725	92.31449532	papaya
116	36	25	27.57847581	58.52534263	6.172090205	156.6810374	coffee
33	60	25	23.360822	20.15108359	5.965200699	136.0077297	kidneybeans
83	40	31	23.05951896	51.34900402	6.700674818	121.9166945	coffee
90	31	35	25.42600692	50.04557009	6.637393565	192.0139545	coffee
96	20	29	24.9751535	55.95033819	6.876385595	139.729491	coffee
99	11	48	25.85442479	88.80214959	6.762413841	54.36548721	watermelon
81	47	39	26.2263911	86.73729743	6.508483889	180.3887356	jute
25	46	22	27.99659489	88.35426347	6.737441112	36.12042927	mungbean
28	14	31	28.18782903	90.39446499	6.033084189	195.7847383	coconut
40	60	25	29.03251609	87.71802354	7.199495368	44.84893062	mungbean
11	28	27	33.36343208	49.8538305	4.523761834	99.27143754	mango
93	53	38	26.92995077	81.91411159	7.069172227	290.6793783	rice
21	25	34	28.66915139	97.11594232	5.879784092	176.9247428	coconut
109	24	48	27.9733799	93.01848462	6.623845674	26.78800702	muskmelon
91	21	50	24.33528185	81.44030363	6.762030215	48.32113628	watermelon
30	29	33	30.63210014	49.6096407	5.998354646	94.44175987	mango
25	16	5	13.33876468	92.02715644	7.340241578	109.761211	orange
104	20	26	27.22783677	52.95261751	7.493191968	175.7260273	coffee
75	60	23	18.66352099	59.54553572	6.680376046	79.60119538	maize
95	11	47	29.94349168	90.81902703	6.517594178	27.27842323	muskmelon
18	9	40	19.44623085	89.02127045	5.627186257	106.1606833	pomegranate
23	145	201	22.48568104	90.69940994	5.827206712	115.8194548	apple
9	30	30	33.85612163	52.23325181	5.701814784	95.56806392	mango
0	23	35	25.82560386	99.50096584	5.799768241	204.3817156	coconut
61	60	19	20.06659467	61.54830444	6.146689416	60.65171481	maize
43	62	54	28.74934506	91.00987091	6.63887941	101.7976333	papaya
21	62	77	19.13159906	14.25803981	7.728799226	83.62181017	chickpea
0	28	41	24.24215411	91.2252977	5.996965203	104.3026663	pomegranate
103	24	46	27.27234943	94.96218673	6.465591704	28.97550096	muskmelon
105	7	45	24.98832633	85.7774576	6.415478983	40.12650421	watermelon
1	23	30	27.00315545	45.02236377	5.081268459	97.1422029	mango
14	120	199	23.37512356	93.63045594	6.126579871	108.4129236	apple
27	20	10	29.84615237	93.20185084	6.558356213	111.5661825	orange
14	19	38	19.59104789	91.7721573	6.362781974	107.7032168	pomegranate
33	57	17	27.89636126	88.71782287	6.78415271	57.79863368	mungbean
12	136	201	21.0365275	94.49671119	5.514253142	112.7048898	apple
20	38	20	28.37609255	88.11901995	6.784851488	43.25903208	mungbean
46	72	15	30.22318022	64.49816982	7.086518155	66.9357183	blackgram
40	70	20	27.5127127	34.49591286	7.091609408	125.9335504	pigeonpeas
28	13	8	17.02235322	93.38510162	6.536804338	113.4350817	orange
34	60	22	28.44679966	84.62591975	6.913289302	55.60302913	mungbean
37	6	13	26.03097313	91.50819306	7.511755068	101.2847738	orange
82	47	35	26.98582182	78.28043681	6.921867002	195.5144583	jute
32	121	199	39.37102553	81.25353895	6.129812716	74.08101744	grapes
78	48	22	23.08974909	63.10459626	5.588650585	70.43473609	maize
27	123	202	41.94865736	82.03831309	5.620589648	68.34823487	grapes
59	47	53	32.86316618	91.4618874	6.850663232	47.271547	papaya
40	60	23	23.06661974	50.32240668	5.878941166	185.5003562	pigeonpeas
93	26	54	28.41393864	92.49927499	6.352279586	24.60891273	muskmelon
31	55	19	30.75225018	53.34255407	7.37611517	193.3617449	pigeonpeas
107	70	47	26.32287873	76.42653719	6.084030453	119.84797	banana
80	35	39	25.01912375	84.36958453	6.383420059	230.0106397	rice
81	8	55	28.04805448	93.03332371	6.462776315	23.55579563	muskmelon
3	15	27	33.00433874	52.62643572	5.868747254	98.51251704	mango
101	12	54	25.52244239	83.0900287	6.849264276	44.01178105	watermelon
60	70	46	25.20328406	92.60919066	6.721595537	117.9364573	papaya
27	21	30	35.3915464	52.48823147	5.061081874	91.22881052	mango
89	45	41	24.24788567	74.94235386	7.420153699	186.1205736	jute
82	20	31	27.92374437	58.48914188	6.864659906	152.5532185	coffee
89	13	45	25.86023846	86.80414464	6.176134064	56.6541257	watermelon
105	56	15	25.96779712	81.97904282	7.272316209	74.14169043	cotton
30	66	17	29.2937107	64.13717992	6.918284162	65.61877235	blackgram
110	33	27	26.07821287	62.74602182	7.158650585	130.2295249	coffee
20	46	18	29.43328844	52.42838041	6.430836161	44.28513146	mothbeans
23	17	8	17.39428526	93.04883598	6.049280746	117.1490353	orange
16	15	42	19.67832052	89.08935702	6.890784045	108.5468633	pomegranate
80	26	55	24.53442564	88.989272	6.140099215	49.11618732	watermelon
32	28	35	29.73554825	48.21679381	5.548679471	93.69181409	mango
42	55	81	18.51008554	16.39290273	6.832771791	94.17067946	chickpea
87	59	40	24.12219444	73.33129795	6.837674873	173.8437068	jute
35	135	199	21.77466746	80.54942557	6.400719746	69.39630398	grapes
40	61	25	26.0865854	63.40939495	6.41829908	43.15464482	lentil
0	19	10	30.28009815	90.00621688	7.443199802	112.7141719	orange
72	59	16	20.47578987	68.99458417	6.612487276	85.93274606	maize
83	23	55	26.89750174	83.89241484	6.463271076	43.97193745	watermelon
60	68	80	18.35946421	15.62266602	6.699976459	82.35876541	chickpea
71	52	18	25.10787449	55.97732754	5.790770203	78.16077693	maize
93	26	47	28.72314218	92.86438292	6.018896924	20.21126747	muskmelon
32	126	204	24.44642094	82.4089203	5.937051336	72.0476523	grapes
80	23	51	24.44334278	81.96025281	6.615944209	49.37191743	watermelon
36	70	49	35.48554487	92.03813936	6.846024777	79.98750015	papaya
100	30	27	24.53611161	50.04557009	6.950072298	179.1736204	coffee
27	128	205	22.55555861	94.50407752	6.489856377	114.0749272	apple
24	40	20	26.80687042	48.32931788	4.442194909	45.34486129	mothbeans
20	140	195	23.79352411	90.61629353	5.985446874	117.2326044	apple
12	20	9	18.53341939	91.9362161	6.668741552	101.6776352	orange
97	53	18	22.64192153	67.05220899	6.076210951	84.5631398	maize
42	50	50	30.90505548	94.94482086	6.579888672	221.8775608	papaya
12	35	18	26.68834175	60.88918062	6.696123343	64.78520566	mothbeans
107	43	18	22.426733	81.53480799	6.745104394	65.54475812	cotton
20	60	22	27.27962855	83.66129656	6.560606352	45.46255224	mungbean
32	60	17	27.97387377	85.19338851	7.02232563	42.43324905	mungbean
21	30	45	19.57958326	85.43701912	6.404432949	110.1209244	pomegranate
0	69	23	25.99325348	63.76191661	6.129473665	54.9393771	lentil
19	75	20	25.44304515	62.91490001	7.841496029	51.59644406	lentil
116	29	50	29.23001927	93.67021157	6.082715897	25.97593574	muskmelon
66	55	44	24.8219698	79.03976602	6.992195193	188.7088524	jute
14	138	197	22.24110933	92.4250922	5.70260747	114.9670267	apple
113	15	29	25.99934122	51.45543676	6.610281138	142.9289953	coffee
22	15	27	29.12169574	95.34707718	5.967592442	173.2242373	coconut
12	142	203	31.3115978	82.56407013	5.972850838	65.01095312	grapes
47	80	77	19.28400363	14.29564666	7.760445645	81.95255354	chickpea
43	78	20	34.9466155	64.66788976	6.741889515	64.92026426	blackgram
22	62	76	19.25180359	14.87946	8.427064989	81.59891637	chickpea
36	67	45	43.67549305	93.3664847	6.520304468	114.040691	papaya
123	52	19	23.07856898	77.51704841	6.454187552	82.68294433	cotton
11	137	196	21.55636619	92.0224469	5.672069985	110.0181145	apple
120	9	55	27.68106459	93.84357473	6.450300819	20.33001155	muskmelon
45	80	75	20.82250884	18.95890817	7.084077979	78.05554944	chickpea
88	16	46	29.72726668	93.96092246	6.098065352	27.89632202	muskmelon
19	18	30	28.07726517	94.57879867	5.874329326	202.7169309	coconut
60	75	85	18.22011001	17.37206087	6.00141984	81.94682387	chickpea
40	5	27	25.29774202	94.04982051	5.705589986	191.1415885	coconut
9	13	33	26.18536301	97.9007405	5.837826846	138.1364886	coconut
116	81	55	26.42313317	83.6995044	5.915546415	95.12322062	banana
21	59	23	24.4117901	65.45207348	5.951947639	90.05422663	pigeonpeas
115	18	50	26.26059835	85.30807901	6.676504497	49.74022708	watermelon
37	19	29	35.99009679	53.394969	5.690728355	91.77885837	mango
27	73	79	19.16288268	15.83500655	7.354973451	82.69766829	chickpea
89	52	45	24.89326318	77.01222585	7.207457208	196.469984	jute
0	41	18	29.11720954	86.41697586	6.818315462	57.62150189	mungbean
68	58	49	37.09588382	90.91419228	6.661908727	81.94935765	papaya
48	70	48	25.45665967	91.88061654	6.825262263	125.8020175	papaya
120	70	55	28.56306642	80.79812187	6.255920634	104.6801395	banana
100	74	52	25.43480512	81.53977797	5.837258235	96.47800391	banana
48	63	49	27.02134488	90.82991063	6.815070414	115.2574085	papaya
91	5	55	29.09225433	92.04955055	6.490181609	23.62816452	muskmelon
1	35	28	33.52488704	46.53216863	5.747760693	98.92200135	mango
107	38	29	26.65069302	57.56695719	6.35118177	145.105065	coffee
14	8	25	28.00492526	96.71616828	6.325584868	217.6712394	coconut
19	55	20	25.56466075	41.61993418	6.828442488	70.33121266	mothbeans
31	57	52	36.07704621	90.90820537	6.8288888	40.35153141	papaya
2	23	35	26.36866114	94.7310492	5.50158009	147.2282303	coconut
40	65	15	25.2831631	61.49844617	7.841496029	54.9393771	lentil
59	50	55	36.23025771	91.51475317	6.50488887	236.8416362	papaya
90	59	42	25.42077556	72.76425175	7.406516169	190.646412	jute
100	86	45	29.90888522	81.97568053	5.754545849	101.6874428	banana
94	5	48	24.82137818	84.27971101	6.409526351	46.62616452	watermelon
9	44	19	29.47704079	87.52310982	6.852186356	49.32851104	mungbean
67	60	42	23.99259301	73.43392044	6.979082432	165.4924514	jute
24	30	11	14.61454871	90.74807551	6.550043359	112.005414	orange
118	14	52	28.01862523	90.01506395	6.202174872	23.35715337	muskmelon
31	30	35	26.75655726	94.0834013	5.644213507	201.9965381	coconut
21	77	22	24.03544072	20.93515376	5.766319518	122.1894086	kidneybeans
20	125	195	23.30532528	92.42485254	6.366876812	122.1539878	apple
17	58	16	34.10331742	44.28334025	6.159471823	127.7551441	pigeonpeas
36	54	46	42.54744013	94.94482086	6.662875839	214.4103848	papaya
41	78	21	25.19857725	60.37332688	6.581313137	70.88787207	blackgram
90	53	37	22.2612077	83.64180118	5.889264277	217.8762769	rice
12	5	5	25.46065096	90.34819873	6.290337731	106.9175112	orange
121	52	19	24.55769703	78.94606899	7.477832183	86.141504	cotton
63	35	15	23.39682962	66.82754044	6.653358184	74.37222578	maize
22	34	35	27.79331662	53.90074527	5.866076671	97.3903992	mango
124	51	22	23.89915545	81.34529339	7.389588157	99.93100821	cotton
30	64	78	20.11415024	18.21092636	6.685843254	86.11529336	chickpea
48	66	77	17.73932897	17.2555175	7.844920969	94.78189594	chickpea
103	16	49	24.06731461	81.64075303	6.915717008	51.75212401	watermelon
15	14	32	28.03281398	90.01734526	5.923394804	171.6684843	coconut
20	29	10	29.07412717	93.27189064	7.36549204	100.7896871	orange
105	81	51	25.79006483	82.83417168	5.796626826	113.7798699	banana
102	14	45	29.20650106	93.55991247	6.200064515	26.0147829	muskmelon
28	52	23	28.75413851	89.50810212	6.744086862	39.63404215	mungbean
102	26	50	29.34561943	91.8780366	6.327313171	24.03237235	muskmelon
50	76	79	18.51486455	15.93187679	7.49504308	81.60218435	chickpea
20	129	201	23.41044706	91.69913296	5.587905967	116.0777931	apple
39	5	31	27.10134661	93.69979946	5.551963184	150.9502632	coconut
93	12	47	28.38420765	93.24145559	6.215653365	24.07677382	muskmelon
12	25	28	35.3302737	53.81573332	5.870622074	99.82274659	mango
32	74	18	19.04215932	19.15167917	5.810128684	147.1330223	kidneybeans
36	63	24	32.56244768	64.97869705	7.231662581	60.68961879	blackgram
3	23	15	21.61443984	93.44075361	6.497569647	111.079995	orange
91	46	43	25.47049509	73.43954722	7.488014404	170.405068	jute
92	75	45	29.01207743	77.95192527	5.674403359	90.43495443	banana
0	124	196	27.00940003	80.84069694	6.109433445	71.07639554	grapes
60	42	42	23.67407577	76.40170116	6.06686839	172.7172509	jute
16	25	35	27.45398594	48.37466998	6.09738718	98.28769117	mango
84	49	17	23.45967443	63.13256136	5.563635849	94.28732155	maize
29	17	29	29.20394909	95.66997327	5.959493188	211.2506267	coconut
24	51	18	25.53139867	64.95585424	5.835381042	53.56604303	mothbeans
115	52	15	24.46228937	81.29253661	7.709697629	92.30634705	cotton
73	53	39	22.2174501	81.47596572	6.435737259	200.7908449	rice
40	35	19	28.4588868	84.74078911	6.764261768	49.99950409	mungbean
10	63	20	18.41989727	18.09224048	5.870080384	113.8459989	kidneybeans
60	49	41	25.74484496	74.64887966	6.802729615	188.5716996	jute
72	41	42	24.11912491	80.75069473	6.911585217	177.1540598	jute
74	48	17	21.63162756	60.27766379	6.430616465	69.21803098	maize
36	67	19	22.69689839	67.9234532	6.860752343	42.21577529	lentil
40	20	32	26.12568451	93.01762723	6.470465614	131.6603768	coconut
105	79	47	29.00109521	77.47822728	6.260609126	92.0158835	banana
29	20	32	35.99009679	48.74270702	6.106794939	98.39877276	mango
17	21	35	21.75999164	92.83845412	7.165760353	108.244582	pomegranate
26	56	17	31.21273985	63.58313792	6.867561745	68.20868384	blackgram
112	16	53	28.70044993	92.35929396	6.772989498	20.73961178	muskmelon
38	66	82	19.04538689	16.79528131	7.725672918	70.58028701	chickpea
26	37	30	35.39986338	49.45962621	6.166173834	97.41054011	mango
50	46	52	31.18298415	90.21646909	6.734005648	54.01872359	papaya
20	60	22	29.65052947	42.89833235	6.876572503	186.9226052	pigeonpeas
136	43	22	25.08366583	75.96672905	6.867103821	74.82426815	cotton
26	66	22	18.06486101	65.1034354	6.300479414	51.54922825	lentil
29	67	77	18.82048757	15.66069751	6.910282098	85.8694879	chickpea
36	7	37	19.8671184	86.35590206	5.782435567	108.3168858	pomegranate
25	71	24	28.49538735	60.44848407	7.187721818	74.91559514	blackgram
78	53	20	23.59782898	68.22714365	6.486808934	62.84596318	maize
92	40	25	26.69213106	56.15896106	7.167058959	199.4735636	coffee
28	79	16	24.70626432	60.26854183	6.052184881	53.12442925	lentil
70	53	41	26.17427278	76.00925451	7.488014404	150.2355238	jute
99	24	45	27.47660915	92.61780958	6.306983325	28.47484923	muskmelon
60	61	55	43.67549305	93.27801644	6.587912045	129.3706855	papaya
42	54	53	40.13859114	90.41267944	6.672316317	105.6252134	papaya
35	128	205	21.07273439	93.56585985	6.041053829	107.8737015	apple
10	15	32	26.83437884	92.67811393	6.268280896	191.8037913	coconut
60	49	22	22.93672486	64.7719605	6.132625929	97.31026696	maize
15	136	198	34.43265303	82.13883972	6.183341821	65.01095312	grapes
34	145	197	30.62162849	81.70749953	5.672772714	65.01095312	grapes
12	78	23	16.06522754	18.72479695	5.99812453	88.06638775	kidneybeans
39	64	53	23.0124018	91.07355541	6.598860305	208.3357976	papaya
24	80	22	16.71170642	19.17651433	5.635993966	96.77285817	kidneybeans
80	20	51	27.02415146	92.10887294	6.359222573	20.21126747	muskmelon
29	78	20	29.86047604	46.13556056	5.964200554	198.8298806	pigeonpeas
25	80	16	24.66941284	63.26188323	7.841496029	39.64489792	lentil
34	18	42	20.75478138	91.45599755	5.80807636	108.1850808	pomegranate
53	67	18	31.04297032	62.93465956	7.478533983	70.87089682	blackgram
40	59	83	19.56229124	17.43955421	8.65911159	82.55823006	chickpea
102	53	21	23.03814028	76.11021529	6.913678684	91.49697481	cotton
93	17	53	29.63473843	92.7217329	6.631394985	23.95384018	muskmelon
6	62	17	19.85250705	57.3632127	5.947272204	152.0632512	pigeonpeas
40	29	29	27.28333241	93.17830756	6.087048778	158.0384943	coconut
21	18	29	29.67797191	49.25780469	6.263549994	97.03095981	mango
117	51	15	22.9535715	78.71555832	6.044556594	99.75336197	cotton
23	59	19	21.98560799	24.87304788	5.852046999	129.5650601	kidneybeans
76	38	20	20.2710778	74.82913698	6.756439888	97.3212652	maize
21	15	13	24.6017424	92.41198022	7.07814441	119.4783708	orange
27	79	82	17.06579293	17.54024066	6.307004923	70.87150577	chickpea
82	51	21	23.76263026	63.19189223	6.84846409	88.29425932	maize
19	28	31	29.80358021	47.5790445	6.556746101	96.01335104	mango
17	145	203	30.38800992	80.89655099	6.055811099	67.65970358	grapes
37	74	15	17.78221492	22.67649154	5.826534711	127.3817113	kidneybeans
103	95	53	29.50360512	80.30636142	5.624948011	97.9241216	banana
24	75	22	15.53086691	24.96969858	5.555503491	120.3235499	kidneybeans
10	23	33	28.88956123	51.51889142	6.907335062	94.40921068	mango
68	49	18	21.88497024	68.09845049	6.515077603	84.18469186	maize
136	51	15	23.87286654	81.77396555	7.257408432	73.5755956	cotton
17	43	23	27.01470397	86.66454916	6.83142096	48.08000332	mungbean
62	46	38	22.91808562	83.86070021	5.087560196	182.5616319	rice
112	35	17	25.23065793	78.45820631	5.900188696	81.143948	cotton
43	55	19	31.09279803	63.88206651	7.770161852	68.20071815	blackgram
27	67	79	20.31815631	16.44676101	6.044266585	74.07731231	chickpea
26	80	18	19.32509638	23.3334788	5.581021521	104.7783947	kidneybeans
22	68	19	27.7090675	39.6947588	6.93114751	170.4418171	pigeonpeas
80	25	27	23.64624337	55.72328678	6.404612158	168.5176097	coffee
34	60	23	20.12574053	24.96969858	5.659254981	100.0497183	kidneybeans
17	30	43	20.95089417	87.33976084	6.660433857	105.7525353	pomegranate
32	56	18	20.0467711	65.84395319	7.135251532	46.05333124	lentil
22	70	16	27.26548474	65.04366402	7.459635201	62.40528504	blackgram
73	49	37	24.04854228	73.32255303	6.423371753	177.9565935	jute
23	22	15	32.14536463	93.2112104	6.486318487	113.2358516	orange
21	52	21	25.79079441	57.27480236	7.457520178	57.23308091	mothbeans
117	17	49	29.12749712	94.09982236	6.076975906	29.26126306	muskmelon
8	56	24	20.45671011	19.09730022	5.878373045	117.8315988	kidneybeans
27	124	199	30.5304704	81.32987222	5.980054183	68.30389059	grapes
47	57	49	39.81900993	92.46771438	6.715634141	145.0626826	papaya
100	58	41	23.17403323	87.88255345	6.658769991	160.6217342	jute
60	48	36	23.93838199	72.87752208	6.768913318	156.2492828	jute
67	45	38	22.72791041	82.1706881	7.300410836	260.8875056	rice
21	18	26	30.50731149	51.18462123	6.08357952	99.88676412	mango
30	5	12	28.53040887	90.5162103	6.492580251	107.0785562	orange
24	5	9	18.17753744	91.81020125	6.342382333	118.3116097	orange
13	20	10	34.90665289	90.3448712	6.460690979	114.2988398	orange
36	80	23	34.06734319	67.28903595	7.593442834	69.71215269	blackgram
16	29	13	32.31944397	93.67804556	6.196907944	117.6236473	orange
19	78	20	20.67745219	69.92375891	7.307130816	41.15183575	lentil
80	14	49	25.31496016	88.50244603	6.491603176	52.11128633	watermelon
100	28	53	28.70467671	90.45203944	6.365051896	28.02954017	muskmelon
28	16	26	31.02295264	46.32681888	4.981993679	93.01010939	mango
13	20	44	23.48166171	90.12808398	6.549935341	106.0895801	pomegranate
99	12	52	28.69708334	94.30759855	6.002927293	22.21807088	muskmelon
93	79	50	28.00308914	80.10200879	6.017453121	106.0331188	banana
40	38	27	32.68918762	48.66831735	6.409460038	94.31462234	mango
27	30	5	32.71748548	90.54608254	7.656978112	113.328978	orange
83	38	20	23.66140761	69.08643753	5.859030141	74.14697983	maize
120	27	32	24.9887671	56.62163334	6.256564699	139.3203121	coffee
2	129	201	22.78234161	94.36803516	5.682343744	122.1449949	apple
63	46	55	30.60933824	93.10259086	6.75103645	141.1357688	papaya
25	66	85	18.35291875	17.53035991	6.679876873	76.32224886	chickpea
28	50	21	28.30618936	40.00933429	6.383977735	64.38420903	mothbeans
29	25	14	30.49183837	90.4582865	7.781988584	113.3302105	orange
31	56	53	28.56205599	90.03863107	6.645812916	210.1795111	papaya
19	30	30	29.56549169	91.40896307	5.826381164	224.8315729	coconut
111	22	26	23.05951896	51.98085058	6.818313225	145.3623597	coffee
46	60	15	30.09033835	65.83273395	7.626177037	63.65377211	blackgram
9	73	22	27.25297761	67.18403517	6.669775227	46.79352768	lentil
34	80	21	29.44957114	63.33145132	7.057604724	72.91602875	blackgram
103	18	49	24.88845342	87.66185462	6.014353645	53.45279235	watermelon
109	22	28	23.7076223	58.48081458	6.953764389	155.5297773	coffee
24	19	35	27.0518933	95.58324184	6.329238253	184.4268183	coconut
27	61	15	25.2653291	67.10004577	6.958054839	48.33941188	lentil
19	126	196	24.11600497	81.50762612	5.690035767	68.44769946	grapes
115	7	55	24.04355803	84.69822468	6.239956895	53.0121808	watermelon
